TASK_RULE_ID,TASK_ID,RULE_NAME,RULE_DESCRIPTION,RULE_MODE,START_EXPRESSION,START_EXPRESSION_CONVERT,START_EXPRESSION_ID,START_EXPRESSION_PARAM,END_EXPRESSION,END_EXPRESSION_CONVERT,END_EXPRESSION_ID,END_EXPRESSION_PARAM,JUDGE_EXPRESSION,JUDGE_EXPRESSION_CONVERT,JUDGE_EXPRESSION_ID,JUDGE_EXPRESSION_PARAM,RULE_TYPE,RULE_END_TIME,RBF_BEFORE_TIME,RBF_AFTER_TIME,RULE_SIGNALS,OTHER_SIGNALS
16170,4413,发动机扭矩_60-90nm,60-90,1,"Debounce(EngActStdyStTorq>60&&EngActStdyStTorq<=90,2.5)","Debounce(9,EngActStdyStTorq>60&&EngActStdyStTorq<=90,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"497459,481720,480357,490406,480586,480523,480048,496893,480408,497458",
16171,4413,发动机扭矩_30-60nm,30-60,1,"Debounce(EngActStdyStTorq>30&&EngActStdyStTorq<=60,2.5)","Debounce(9,EngActStdyStTorq>30&&EngActStdyStTorq<=60,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"497459,481720,480357,490406,480586,480523,480048,496893,480408,497458,497459,481720,480357,490406,480586,480523,480048,496893,480408,497458",
16172,4413,发动机扭矩_0-30nm,0-30,1,"Debounce(EngActStdyStTorq>0&&EngActStdyStTorq<=30,2.5)","Debounce(9,EngActStdyStTorq>0&&EngActStdyStTorq<=30,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"497459,481720,480357,490406,480586,480523,480048,496893,480408,497458",
16173,4413,发动机扭矩_小于0,扭矩小于0,1,"Debounce(EngActStdyStTorq<=0,2.5)","Debounce(9,EngActStdyStTorq<=0,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"497459,481720,480357,490406,480586,480523,480048,496893,480408,497458",
16174,4413,车速_120-180kph,120-180,1,"Debounce(VehSpdAvgDrvn_1>120&&VehSpdAvgDrvn_1<=180,2.5)","Debounce(9,VehSpdAvgDrvn_1>120&&VehSpdAvgDrvn_1<=180,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"497459,481720,480357,490406,480586,480523,480048,496893,480408,497458",
16175,4413,车速_90-120kph,90-120,1,"Debounce(VehSpdAvgDrvn_1>90&&VehSpdAvgDrvn_1<=120,2.5)","Debounce(9,VehSpdAvgDrvn_1>90&&VehSpdAvgDrvn_1<=120,2.5)",,,,,,,"range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)","range_max_min(VehOdo,EngActStdyStTorq,EngSpd,VehSpdAvgDrvn_1,EngOilTmp,EngOilPrs,EngCltTmp,EngBrkStat,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"497459,481720,480357,490406,480586,480523,480048,496893,480408,497458",
15007,4403,进入静置均衡统计,CellBalStat == 2时统计SOCV-Ahr差值的最大、最小、平均值等,1,EdgeRising(CellBalStat == 2),"EdgeRising(11,CellBalStat == 2)",,,,,,,"Range_max_min((HVBatBSEPackSOCv*100-HVBatBSEPackSOCAhr0),(HVBatBSEPackSOCb*100-HVBatBSEPackSOCAhr0))","Range_max_min((HVBatBSEPackSOCv*100-HVBatBSEPackSOCAhr0),(HVBatBSEPackSOCb*100-HVBatBSEPackSOCAhr0))",,,0,,,,"436050,435184,436049,436048","434571,434574,432104,433190,433432,434651,434652,434653,434654,434658,436048,436049,436050,436051,436052,436054,436057,436058"
15005,4402,进入满充均衡统计,CellBalStat == 3时统计SOCV-Ahr差值的最大、最小、平均值等,1,EdgeRising(CellBalStat == 3),"EdgeRising(11,CellBalStat == 3)",,,,,,,"Range_max_min((HVBatBSEPackSOCv*100-HVBatBSEPackSOCAhr0),(HVBatBSEPackSOCb*100-HVBatBSEPackSOCAhr0))","Range_max_min((HVBatBSEPackSOCv*100-HVBatBSEPackSOCAhr0),(HVBatBSEPackSOCb*100-HVBatBSEPackSOCAhr0))",,,0,,,,"486702,482151,486701,486700","482750,482753,482756,483842,484084,485303,485304,485305,485306,485310,486700,486701,486702,486703,486704,486706,486709,486710"
15009,4404,进入满充均衡统计,CellBalStat == 3时统计SOCV-Ahr差值的最大、最小、平均值等,1,EdgeRising(CellBalStat == 3),"EdgeRising(11,CellBalStat == 3)",,,,,,,"Range_max_min((HVBatBSEPackSOCv*100-HVBatBSEPackSOCAhr0),(HVBatBSEPackSOCb*100-HVBatBSEPackSOCAhr0))","Range_max_min((HVBatBSEPackSOCv*100-HVBatBSEPackSOCAhr0),(HVBatBSEPackSOCb*100-HVBatBSEPackSOCAhr0))",,,0,,,,"436050,435184,436049,436048","434571,434574,432104,433190,433432,434651,434652,434653,434654,434658,436048,436049,436050,436051,436052,436054,436057,436058"
15502,4641,SOCV精度统计,SysPwrMd为Run时统计SOCV-Ahr差值的最大、最小、平均值等,1,SysPwrMd == 2,SysPwrMd == 2,,,,,,,"Range_max_min((HVBatBSEPackSOCv*100-HVBatBSEPackSOCAhr0),(HVBatBSEPackSOCb*100-HVBatBSEPackSOCAhr0), (HVBatBSEPackSOCb-HVBatBSEPackSOCv)*100)","Range_max_min((HVBatBSEPackSOCv*100-HVBatBSEPackSOCAhr0),(HVBatBSEPackSOCb*100-HVBatBSEPackSOCAhr0), (HVBatBSEPackSOCb-HVBatBSEPackSOCv)*100)",,,0,,,,"758531,754615,754614,754613","758149,758152,742791,744230,759386,759387,759388,759389,759393,754613,754614,754615,754616,754617,754619,754622,754623,747059"
15563,4661,记录信号PCB,记录PS-STS验证所需的所有PCB信号,1,PrplsnSysAtv==1,PrplsnSysAtv==1,,,,,,,"Range_max_min(VICMI3P_ArbdAccPPPriAuth,HVInvrtBRatlzdVltgPriAuth,HVInvrtCRatlzdVltgPriAuth,CmndMtrBTorqImmed_Sec,CmndMtrBTorqPrdtd_Sec,PrplSysMtrBTrqCapLngTrmMax_Sec,PrplSysMtrBTrqCapLngTrmMin_Sec,PrplSysMtrBTrqCapShrtTrmMax_Sec,PrplSysMtrBTrqCapShrtTrmMin_Sec,MtrBTorqAchvd_Sec,PrplSysMtrBFinlTrqCmnd_Sec,PrplSysWhlFlrCtlPriAxlTrqCmd_Sec,PrplSysDrvDynsPriAxlTrqEst_Sec,CmndMtrCTorqImmed_Sec,CmndMtrCTorqPrdtd_Sec,PrplSysMtrCTrqCapLngTrmMax_Sec,PrplSysMtrCTrqCapLngTrmMin_Sec,PrplSysMtrCTrqCapShrtTrmMax_Sec,PrplSysMtrCTrqCapShrtTrmMin_Sec,MtrCTorqAchvd_Sec,PrplSysMtrCFinlTrqCmnd_Sec,PrplSysWhlFlrCtlSecAxlTrqCmd_Sec,PrplSysDrvDynsSecAxlTrqEst_Sec,PrplSysMtrCSpdAuth_Public_Sec,ActAxleTrq_1,AccEffPos_1,HVBSOC_BatSOC,HVBVL_VltgLwrLim,HVBVL_VltgLwrLimCrnk,HVBCL_CurrLwrLim,HVBCL_CurrUpprLim,HVBVL_VltgUpprLim,BrkPdlPos,DrvIntndTtlBrkTrq,RegenBrkAxTorqRqst,CSPATR_PrdTrqRqVal,ChsSysImmAxlTqRqVal,PriAxlTqRqImmedAuth,PriAxlTqRqPredAuth,PriAlxTrqRqVal,SecAxlTqRqImmedAuth,SecAxlTqRqPredAuth,SecAlxTrqRqVal,CSETRER_TorqReqVal,CSTBATS_TrqVl,BrkPdlDrvApplPres,AccActPos,PSATIP_PriATActlAuth,PSATIP_CmndATPrdtdAuth,PSATIP_CmndATImmedAuth,SecATActlAuth,DrvIntndPriAxlTrq,DrvIntndSecAxlTrq,ActAxleTrq,PriATCmdImmed,PriATReqPrdtdAuth,SecATCmdImmed,SecATReqPrdtdAuth,PrplSysFricBrkTrqReqValAuth,AccEffPos,DrvIntndAxlTrq,DrvIntndAxlTrqMin,DrvIntndAxlTrqMax,VehSpdAvgNDrvn,VehSpdAvgDrvn_1,PrplSysMtrASpdAuth,PrplSysMtrBSpdAuth_Public,RegenBrkAxTorqCap,RegenBrkAxTrqAch,ElcTransRngPriAuth)","Range_max_min(VICMI3P_ArbdAccPPPriAuth,HVInvrtBRatlzdVltgPriAuth,HVInvrtCRatlzdVltgPriAuth,CmndMtrBTorqImmed_Sec,CmndMtrBTorqPrdtd_Sec,PrplSysMtrBTrqCapLngTrmMax_Sec,PrplSysMtrBTrqCapLngTrmMin_Sec,PrplSysMtrBTrqCapShrtTrmMax_Sec,PrplSysMtrBTrqCapShrtTrmMin_Sec,MtrBTorqAchvd_Sec,PrplSysMtrBFinlTrqCmnd_Sec,PrplSysWhlFlrCtlPriAxlTrqCmd_Sec,PrplSysDrvDynsPriAxlTrqEst_Sec,CmndMtrCTorqImmed_Sec,CmndMtrCTorqPrdtd_Sec,PrplSysMtrCTrqCapLngTrmMax_Sec,PrplSysMtrCTrqCapLngTrmMin_Sec,PrplSysMtrCTrqCapShrtTrmMax_Sec,PrplSysMtrCTrqCapShrtTrmMin_Sec,MtrCTorqAchvd_Sec,PrplSysMtrCFinlTrqCmnd_Sec,PrplSysWhlFlrCtlSecAxlTrqCmd_Sec,PrplSysDrvDynsSecAxlTrqEst_Sec,PrplSysMtrCSpdAuth_Public_Sec,ActAxleTrq_1,AccEffPos_1,HVBSOC_BatSOC,HVBVL_VltgLwrLim,HVBVL_VltgLwrLimCrnk,HVBCL_CurrLwrLim,HVBCL_CurrUpprLim,HVBVL_VltgUpprLim,BrkPdlPos,DrvIntndTtlBrkTrq,RegenBrkAxTorqRqst,CSPATR_PrdTrqRqVal,ChsSysImmAxlTqRqVal,PriAxlTqRqImmedAuth,PriAxlTqRqPredAuth,PriAlxTrqRqVal,SecAxlTqRqImmedAuth,SecAxlTqRqPredAuth,SecAlxTrqRqVal,CSETRER_TorqReqVal,CSTBATS_TrqVl,BrkPdlDrvApplPres,AccActPos,PSATIP_PriATActlAuth,PSATIP_CmndATPrdtdAuth,PSATIP_CmndATImmedAuth,SecATActlAuth,DrvIntndPriAxlTrq,DrvIntndSecAxlTrq,ActAxleTrq,PriATCmdImmed,PriATReqPrdtdAuth,SecATCmdImmed,SecATReqPrdtdAuth,PrplSysFricBrkTrqReqValAuth,AccEffPos,DrvIntndAxlTrq,DrvIntndAxlTrqMin,DrvIntndAxlTrqMax,VehSpdAvgNDrvn,VehSpdAvgDrvn_1,PrplSysMtrASpdAuth,PrplSysMtrBSpdAuth_Public,RegenBrkAxTorqCap,RegenBrkAxTrqAch,ElcTransRngPriAuth)",,,0,,,,"752267,752268,752272,752274,752285,752287,752288,752292,752293,752294,752715,752720,752741,752745,752803,755965,756521,756537,756712,756715,756717,756718,756719,756720,756775,756778,756783,756784,756785,756786,756792,756796,756800,756824,756827,756832,756833,756834,756835,756836,756841,756845,756849,756851,756891,756893,757053,757126,757132,757260,757265,757266,757268,757270,757272,757274,757276,757278,757279,757280,757282,760647,760724,760858,760954,760970,760973,760975,760977,761014,761019","755965,756553,756775,756778,756783,756784,756785,756786,760647"
14991,4381,cnt,cnt,1,"Latch_On_With_Reset(EdgeRising(ABSAtv) ,EdgeFalling(ABSAtv))","Latch_On_With_Reset(20,EdgeRising(31,ABSAtv) ,EdgeFalling(52,ABSAtv))",,,,,,,"Cnt_accum(InvldDataFrmPCV,LosComWthPCV,PCVAOORH,PCVAOORL,PCVAPerfDiag)","Cnt_accum(InvldDataFrmPCV,LosComWthPCV,PCVAOORH,PCVAOORL,PCVAPerfDiag)",,,0,,,,"483120,483121,483122,483123,483124,490041",487074
14992,4381,PSA状态，PECVPstnReq 和PECVPstnFdbk的差值超过3度的时间，不超过8秒,PECVPstnReq 和PECVPstnFdbk的差值超过3度的时间,1,PrplsnSysAtv  == 1,PrplsnSysAtv  == 1,,,,,,,"EdgeRising(Debounce(Abs(PECVPstnReq - PECVPstnFdbk) > 3, 8))","EdgeRising(11,Debounce(23,Abs(PECVPstnReq - PECVPstnFdbk) > 3, 8))",,,1,,600.000,600.000,"480502,513379,513388",506470
14993,4381,PECVPstnFdbk绝对值任何时候不大于150,PECVPstnFdbk绝对值任何时候不大于150,1,PrplsnSysAtv,PrplsnSysAtv,,,,,,,EdgeRising(Abs(PECVPstnFdbk) > 150),"EdgeRising(11,Abs(PECVPstnFdbk) > 150)",,,1,,600.000,600.000,"480502,513388",489773
15355,4562,ESP电压低,ESP电压低,1,BattThrmCndngEnblSt!=0,BattThrmCndngEnblSt!=0,,,,,,,EdgeRising(ESSCPInVltg_1<9),"EdgeRising(11,ESSCPInVltg_1<9)",,,1,,600.000,600.000,"722113,691140","690072,690088,690097,690099,690861,690941,690943,690944,690945,690946,690947,690948,690949,690950,690951,690952,690953,690954,690955,690956,690957,690958,690959,690960,690961,690962,690963,690964,690965,690972,690981,690994,690995,690996,690997,690998,690999,691000,691001,691003,691061,691062,691078,691079,691080,691115,691116,691139,691140,691155,691158,691159,691160,691161,691162,691163,691164,691165,691166,691167,691168,691169,691170,691179,691185,691186,691187,691188,691189,691190,691193,691199,691218,691220,691249,691270,691271,691272,691273,691274,691275,691288,691490,691492,691501,691514,691515,691516,691517,691518,691519,691521,691523,691524,691572,691582,691754,691755,691760,691761,691913,691914,691917,691918,691920,691922,691923,691924,691925,691926,691927,691928,691930,691931,691932,691933,691935,691937,691939,691941,691943,691947,691948,691949,691950,691951,692007,692008,692009,694270,694274,694275,694276,694277,694278,694279,694280,694281,694282,694302,695185,695186,695188,696087,696088,696089,696090,701040,701055,701056,701057,701058,701059,701060,701061,701062,701063,701064,701101,701102,701108,701155,701157,701160,701174,701194,701198,701201,701202,701203,701205,701297,701299,701346,701357,701495,701496,701497,701499,701500,702383,702649,703094,703098,703151,703152,703153,703155,703173,703174,703191,703192,703215,703221,703244,703246,703247,703249,703266,703267,703268,703269,703270,703271,703272,703273,703328,703330,703608,703616,704159,704161,704162,704163,704164,704165,704174,704175,704176,704178,704233,704236,704296,720822,720825,722050,722051,722052,722053,722054,722056,722058,722059,722060,722061,722063,722064,722065,722066,722067,722068,722069,722070,722071,722072,722074,722075,722076,722077,722078,722080,722082,722083,722084,722085,722086,722087,722088,722089,722090,722091,722092,722093,722095,722097,725141,725392"
15356,4562,APU温度过高,APU温度高,1,BattThrmCndngEnblSt!=0,BattThrmCndngEnblSt!=0,,,,,,,"EdgeRising(PrplSysMtrGSttrTemp>140)||
EdgeRising(PrplSysInvrtGTemp>85)","EdgeRising(11,PrplSysMtrGSttrTemp>140)||
EdgeRising(53,PrplSysInvrtGTemp>85)",,,1,,600.000,600.000,"691140,704159,704163","690072,690088,690097,690099,690861,690941,690943,690944,690945,690946,690947,690948,690949,690950,690951,690952,690953,690954,690955,690956,690957,690958,690959,690960,690961,690962,690963,690964,690965,690972,690981,690994,690995,690996,690997,690998,690999,691000,691001,691003,691061,691062,691078,691079,691080,691115,691116,691139,691140,691155,691158,691159,691160,691161,691162,691163,691164,691165,691166,691167,691168,691169,691170,691179,691185,691186,691187,691188,691189,691190,691193,691199,691218,691220,691249,691270,691271,691272,691273,691274,691275,691288,691490,691492,691501,691514,691515,691516,691517,691518,691519,691521,691523,691524,691572,691582,691754,691755,691760,691761,691913,691914,691917,691918,691920,691922,691923,691924,691925,691926,691927,691928,691930,691931,691932,691933,691935,691937,691939,691941,691943,691947,691948,691949,691950,691951,692007,692008,692009,694270,694274,694275,694276,694277,694278,694279,694280,694281,694282,694302,695185,695186,695188,696087,696088,696089,696090,701040,701055,701056,701057,701058,701059,701060,701061,701062,701063,701064,701101,701102,701108,701155,701157,701160,701174,701194,701198,701201,701202,701203,701205,701297,701299,701346,701357,701495,701496,701497,701499,701500,702383,702649,703094,703098,703151,703152,703153,703155,703173,703174,703191,703192,703215,703221,703244,703246,703247,703249,703266,703267,703268,703269,703270,703271,703272,703273,703328,703330,703608,703616,704159,704161,704162,704163,704164,704165,704174,704175,704176,704178,704233,704236,704296,720822,720825,722050,722051,722052,722053,722054,722056,722058,722059,722060,722061,722063,722064,722065,722066,722067,722068,722069,722070,722071,722072,722074,722075,722076,722077,722078,722080,722082,722083,722084,722085,722086,722087,722088,722089,722090,722091,722092,722093,722095,722097,725141,725392"
15357,4562,电池温度高,电池温度高,1,BattThrmCndngEnblSt!=0,BattThrmCndngEnblSt!=0,,,,,,,EdgeRising(HiVltgBatMaxTemp>49),"EdgeRising(11,HiVltgBatMaxTemp>49)",,,1,,600.000,600.000,,"690072,690088,690097,690099,690861,690941,690943,690944,690945,690946,690947,690948,690949,690950,690951,690952,690953,690954,690955,690956,690957,690958,690959,690960,690961,690962,690963,690964,690965,690972,690981,690994,690995,690996,690997,690998,690999,691000,691001,691003,691061,691062,691078,691079,691080,691115,691116,691139,691140,691155,691158,691159,691160,691161,691162,691163,691164,691165,691166,691167,691168,691169,691170,691179,691185,691186,691187,691188,691189,691190,691193,691199,691218,691220,691249,691270,691271,691272,691273,691274,691275,691288,691490,691492,691501,691514,691515,691516,691517,691518,691519,691521,691523,691524,691572,691582,691754,691755,691760,691761,691913,691914,691917,691918,691920,691922,691923,691924,691925,691926,691927,691928,691930,691931,691932,691933,691935,691937,691939,691941,691943,691947,691948,691949,691950,691951,692007,692008,692009,694270,694274,694275,694276,694277,694278,694279,694280,694281,694282,694302,695185,695186,695188,696087,696088,696089,696090,701040,701055,701056,701057,701058,701059,701060,701061,701062,701063,701064,701101,701102,701108,701155,701157,701160,701174,701194,701198,701201,701202,701203,701205,701297,701299,701346,701357,701495,701496,701497,701499,701500,702383,702649,703094,703098,703151,703152,703153,703155,703173,703174,703191,703192,703215,703221,703244,703246,703247,703249,703266,703267,703268,703269,703270,703271,703272,703273,703328,703330,703608,703616,704159,704161,704162,704163,704164,704165,704174,704175,704176,704178,704233,704236,704296,720822,720825,722050,722051,722052,722053,722054,722056,722058,722059,722060,722061,722063,722064,722065,722066,722067,722068,722069,722070,722071,722072,722074,722075,722076,722077,722078,722080,722082,722083,722084,722085,722086,722087,722088,722089,722090,722091,722092,722093,722095,722097,725141,725392"
12905,3121,fault summary,htcp故障状态,1,EdgeRising(TCTPIR_TnsEsClTmpD),"EdgeRising(11,TCTPIR_TnsEsClTmpD)",,,,,,,EdgeRising(TCTPIR_TnsEsClTmpD),"EdgeRising(11,TCTPIR_TnsEsClTmpD)",,,1,,600.000,600.000,168331,
12906,3121,VCU点亮防盗灯,VCU点亮防盗灯,1,,,,,,,,,EdgeRising(TCTPIR_TnsEsClCDwT),"EdgeRising(11,TCTPIR_TnsEsClCDwT)",,,1,,60.000,60.000,168332,"184229,184231,184232,184233,184235,184236,184237,184239,184240,184241,184243,184244,184245,184247,184248,184249,184251,184252,184253,184255,184256,184257,184259,184260,184272,184273,184274,184275,184276,184277,184278,184279,184298,184299"
12907,3121,NeIMMR_Cnt_ImmoStsNoResp的增加,NeIMMR_Cnt_ImmoStsNoResp,1,,,,,,,,,diff(NeIMMR_Cnt_ImmoStsNoResp) != 0,"diff(5,NeIMMR_Cnt_ImmoStsNoResp) != 0",,,1,,60.000,60.000,184619,"184229,184231,184232,184233,184235,184236,184237,184239,184240,184241,184243,184244,184245,184247,184248,184249,184251,184252,184253,184255,184256,184257,184259,184260,184272,184273,184274,184275,184276,184277,184278,184279,184298,184299"
12908,3121,NeIMMR_Cnt_ImmoStsNegResp的增加,NeIMMR_Cnt_ImmoStsNegResp,1,,,,,,,,,diff(NeIMMR_Cnt_ImmoStsNegResp) != 0,"diff(5,NeIMMR_Cnt_ImmoStsNegResp) != 0",,,1,,60.000,60.000,184618,"184229,184231,184232,184233,184235,184236,184237,184239,184240,184241,184243,184244,184245,184247,184248,184249,184251,184252,184253,184255,184256,184257,184259,184260,184272,184273,184274,184275,184276,184277,184278,184279,184298,184299"
12909,3121,NeIMMR_Cnt_ImmoStsIncorrect的增加,NeIMMR_Cnt_ImmoStsIncorrect,1,,,,,,,,,diff(NeIMMR_Cnt_ImmoStsIncorrect) != 0,"diff(5,NeIMMR_Cnt_ImmoStsIncorrect) != 0",,,1,,60.000,60.000,184617,"184229,184231,184232,184233,184235,184236,184237,184239,184240,184241,184243,184244,184245,184247,184248,184249,184251,184252,184253,184255,184256,184257,184259,184260,184272,184273,184274,184275,184276,184277,184278,184279,184298,184299"
15019,4406,充电时最高、最低、平均电压统计,HiVltgChrgrSysSts == 3时统计单体电压的最大、最小、平均值等,1,HiVltgChrgrSysSts == 3,HiVltgChrgrSysSts == 3,,,,,,,"Range_max_min(HiVltgBatMaxCellVltg,HiVltgBatAveCellVltg,HiVltgBatMinCellVltg)","Range_max_min(HiVltgBatMaxCellVltg,HiVltgBatAveCellVltg,HiVltgBatMinCellVltg)",,,0,,,,"485304,485310,485306,482922","482750,482753,482756,484084,485303,485304,485305,485306,485310,486700,486701,486702,486703,486704,486706,486709,486710"
15766,4801,休眠冻结函数,休眠冻结函数,1,,,,,,,,,"Value_Freeze(ECU_Sleep(97,IBSBatSOC), IBSBatSOC) != 0","Value_Freeze(13,ECU_Sleep(26,97,IBSBatSOC), IBSBatSOC) != 0",,,1,,600.000,600.000,478711,"478712,480048,480174,480502"
15613,4702,单次补电时长统计,单次补电时长统计,1,LoVltg12VBatMntModeReqd_1 ==1,LoVltg12VBatMntModeReqd_1 ==1,,,,,,,Time_accum(),Time_accum(),,,0,,,,632669,
15614,4702,补电终止监测,跳变,1,,,,,,,,,EdgeFalling(LoVltg12VBatMntModeReqd_1),"EdgeFalling(12,LoVltg12VBatMntModeReqd_1)",,,1,,600.000,600.000,632669,"631203,632598,632609,632633,632642,632670,632683,633115,633182,654078"
15615,4702,补电请求监测,跳变,1,,,,,,,,,EdgeRising(LoVltg12VBatMntModeReqd_1),"EdgeRising(11,LoVltg12VBatMntModeReqd_1)",,,1,,600.000,600.000,632669,"631203,632598,632609,632633,632642,632670,632683,633115,633182,654078"
15767,4801,休眠持续时间,休眠持续时间,1,"Latch_On_With_Reset
(ECU_Sleep(97,IBSBatSOC),
PrplsnSysAtv == 2)","Latch_On_With_Reset
(22,ECU_Sleep(35,97,IBSBatSOC),
PrplsnSysAtv == 2)",,,"Debounce(PrplsnSysAtv == 0 || PrplsnSysAtv == 1, 5)","Debounce(9,PrplsnSysAtv == 0 || PrplsnSysAtv == 1, 5)",,,"ECU_Wakeup(97,IBSBatSOC)","ECU_Wakeup(11,97,IBSBatSOC)",,,1,,600.000,600.000,"311963,312953","311963,312567,312953"
15651,4723,ASR激活时间,ASR激活时间统计,1,VMCActSts == 4 && PriAxlTqRqRspTyp == 0,VMCActSts == 4 && PriAxlTqRqRspTyp == 0,,,,,,,Time_accum(),Time_accum(),,,0,,,,"700426,704129","693640,693642,693643,693644,696862,696865,696866,696869,699567,700261,700265,700296,700378,700389,700393,700397,701214,702083,702569,702601,702666,703159"
15765,4801,唤醒冻结函数,唤醒冻结函数,1,,,,,,,,,"Value_Freeze(ECU_Wakeup(97,IBSBatSOC),IBSBatSOC) != 0","Value_Freeze(13,ECU_Wakeup(24,97,IBSBatSOC),IBSBatSOC) != 0",,,1,,600.000,600.000,478711,"478711,478712,480048,480174,480502"
15962,4961,APMLoVltgEnblCmd != 0时长统计,APMLoVltgEnblCmd != 0时长统计,1,APMLoVltgEnblCmd != 0,APMLoVltgEnblCmd != 0,,,,,,,time_accum(),time_accum(),,,0,,,,581941,"581925,583597,588301,588302,588303,588304,588308,584028,588577,588578,588579,588580,588581,588583,588586,588587,584627,584630"
15772,4803,ECU唤醒时刻统计基本信息,ECU唤醒时刻统计基本信息,1,,,,,,,,,"Value_Freeze(ECU_Wakeup(97,IBSBatSOC),IBSBatSOC) != 0","Value_Freeze(13,ECU_Wakeup(24,97,IBSBatSOC),IBSBatSOC) != 0",,,1,,600.000,600.000,701731,"690727,690744,690745,690746,690747,690748,690749,691879,692135,693768,693769,693770,693771,693775,695171,695172,695173,695174,695175,695177,695180,695181,695791,695936,701122,701125"
15881,4861,12V补电失败,test,1,,,,,,,,,LoVltg12VBatMntModeReqd_1 == 1,LoVltg12VBatMntModeReqd_1 == 1,,,1,,600.000,600.000,696016,"702096,692022,692023,692024"
15922,4921,故障码时刻冻结帧,故障码时刻冻结帧,1,PrplsnSysAtv == 1|| PrplsnSysAtv == 0,PrplsnSysAtv == 1|| PrplsnSysAtv == 0,,,,,,,Diff(DTCI_DTCNumber_59C) != 0,Diff(DTCI_DTCNumber_59C) != 0,,,1,,60.000,60.000,"589194,582379","581925,582067,582379,582458,582463,583377,584486,588123,589847,589852,594876,596316,596318,597950,597952,598734"
15964,4962,CellBalStat == 4，即执行均衡的时长统计,CellBalStat == 4时长统计,1,CellBalStat == 4,CellBalStat == 4,,,,,,,time_accum(),time_accum(),,,0,,,,584028,"581925,583597,588301,588302,588303,588304,588308,584028,588577,588578,588579,588580,588581,588583,588586,588587,584627,584630"
