TASK_RULE_ID,TASK_ID,RULE_NAME,RULE_DESCRIPTION,RULE_MODE,START_EXPRESSION,START_EXPRESSION_CONVERT,START_EXPRESSION_ID,START_EXPRESSION_PARAM,END_EXPRESSION,END_EXPRESSION_CONVERT,END_EXPRESSION_ID,END_EXPRESSION_PARAM,JUDGE_EXPRESSION,JUDGE_EXPRESSION_CONVERT,JUDGE_EXPRESSION_ID,JUDGE_EXPRESSION_PARAM,RULE_TYPE,RULE_END_TIME,RBF_BEFORE_TIME,RBF_AFTER_TIME,RULE_SIGNALS,OTHER_SIGNALS
4864,962,车辆报OOE导致车辆动力丢失,车辆报OOE导致车辆动力丢失,1,,,,,,,,,"(HiVltgBatOutOfEngyIndReq == 3) || (HVBatOutOfEngyRdcdPrplReq == 1)
","(HiVltgBatOutOfEngyIndReq == 3) || (HVBatOutOfEngyRdcdPrplReq == 1)
",,,1,,60.000,60.000,"163605,164691","159857,160134,160366,162178,162181,163577,163960,163962"
4865,962,低温场景充电，功率分配,低温场景充电，功率分配,1,"(OtsAirTmpCrVal <0 )&& (HiVltgChrgrSysSts == 2 || HiVltgChrgrSysSts == 3)
","(OtsAirTmpCrVal <0 )&& (HiVltgChrgrSysSts == 2 || HiVltgChrgrSysSts == 3)
",,,,,,,"range_max_min(HiVltgBatMinCellVltg,HVBSOC_BatSOC,HiVltgBatPrcdCurr,HiVltgBatAvgTemp,VeTPWR_P_HVThrmPwrLmt,HVBPL_LngTrmChrgPwrLim)
","range_max_min(HiVltgBatMinCellVltg,HVBSOC_BatSOC,HiVltgBatPrcdCurr,HiVltgBatAvgTemp,VeTPWR_P_HVThrmPwrLmt,HVBPL_LngTrmChrgPwrLim)
",,,0,,,,"162203,163962,166904,166910,167012,167798,168077,178311",
4867,962,PSA前后能量值、里程值计算_latch,PSA前后能量值、里程值计算_latch,1,"Latch_On_With_Reset(abs(diff(HiVltgBatPrplRng))>5,Debounce(1,10))
","Latch_On_With_Reset(20,abs(diff(29,HiVltgBatPrplRng))>5,Debounce(65,1,10))
",,,,,,,"range_max_min(HiVltgBatPrplRng-Delay(HiVltgBatPrplRng))
","range_max_min(HiVltgBatPrplRng-Delay(37,HiVltgBatPrplRng))
",,,0,,,,163858,"159857,160134,160366,162178,162181,163577,163960,163962"
4868,962,PSA前后能量值、里程值计算_latch_V2,PSA前后能量值、里程值计算_latch_V2,1,"Latch_On_With_Reset(abs(diff(HiVltgBatPrplRng))>5,Debounce(1,10))
","Latch_On_With_Reset(20,abs(diff(29,HiVltgBatPrplRng))>5,Debounce(65,1,10))
",,,,,,,"range_max_min(diff(HiVltgBatPrplRng))
","range_max_min(diff(19,HiVltgBatPrplRng))
",,,0,,,,163858,"159857,160134,160366,162178,162181,163577,163960,163962"
4869,962,最大输出总功率和最大regen功率_1,最大输出总功率和最大regen功率_1,1,"AccActPos>90
","AccActPos>90
",,,,,,,"range_max_min((HVBI_BatPackPrcdVltg*HiVltgBatPrcdCurr), HiVltgBatAvgTemp,HiVltgBatPrcdCurr,HVBSOC_BatSOC)
","range_max_min((HVBI_BatPackPrcdVltg*HiVltgBatPrcdCurr), HiVltgBatAvgTemp,HiVltgBatPrcdCurr,HVBSOC_BatSOC)
",,,0,,,,"166901,166904,166910,167798,168100",
4870,962,最大输出总功率和最大regen功率_2,最大输出总功率和最大regen功率_2,1,"BrkPdlPos>50
","BrkPdlPos>50
",,,,,,,"range_max_min((HVBI_BatPackPrcdVltg*HiVltgBatPrcdCurr), HiVltgBatAvgTemp,HiVltgBatPrcdCurr,HVBSOC_BatSOC)
","range_max_min((HVBI_BatPackPrcdVltg*HiVltgBatPrcdCurr), HiVltgBatAvgTemp,HiVltgBatPrcdCurr,HVBSOC_BatSOC)
",,,0,,,,"166901,166904,166910,167798,167878",
4871,962,续航切换时(动态切换标准),续航切换时(动态切换标准),1,"Latch_On_With_Reset(jump(RngModeSelResp,1,2,3),Debounce(1,10))
","Latch_On_With_Reset(20,jump(28,RngModeSelResp,1,2,3),Debounce(62,1,10))
",,,,,,,"range_max_min(HiVltgBatPrplRng-Delay(HiVltgBatPrplRng))
","range_max_min(HiVltgBatPrplRng-Delay(37,HiVltgBatPrplRng))
",,,0,,,,"163481,163858","159857,160134,160366,162178,162181,163577,163960,163962"
4872,962,续航切换时(标准切换动态),续航切换时(标准切换动态),1,"Latch_On_With_Reset(jump(RngModeSelResp,2,1,3),Debounce(1,10))
","Latch_On_With_Reset(20,jump(28,RngModeSelResp,2,1,3),Debounce(62,1,10))
",,,,,,,"range_max_min(HiVltgBatPrplRng-Delay(HiVltgBatPrplRng))
","range_max_min(HiVltgBatPrplRng-Delay(37,HiVltgBatPrplRng))
",,,0,,,,"163481,163858","159857,160134,160366,162178,162181,163577,163960,163962"
4951,1004,Test_高SOC-电机性能监控,Test_高SOC-电机性能监控,1,"TrnsShftLvrPos_ECP_H1 == 4 &&
AccActPos > 95 &&
PrplsnSysAtv == 1 && 
HVBSOC_BatSOC > 80 &&
Latch_On_With_Reset(VehSpdAvgDrvn_1 < 2,VehSpdAvgDrvn_1 > 110)
","TrnsShftLvrPos_ECP_H1 == 4 &&
AccActPos > 95 &&
PrplsnSysAtv == 1 && 
HVBSOC_BatSOC > 80 &&
Latch_On_With_Reset(116,VehSpdAvgDrvn_1 < 2,VehSpdAvgDrvn_1 > 110)
",,,,,,,"cycle_max(MtrBTorqAchvd,VehSpdAvgDrvn_1 > 100)","cycle_max(10,MtrBTorqAchvd,VehSpdAvgDrvn_1 > 100)",,,1,,10.000,10.000,"162239,167798,168100,168254,168314,168351","166987,168345,168568"
4952,1004,11,111,1,VeASRR_M_PIOutMaxFrntAxle,VeASRR_M_PIOutMaxFrntAxle,,,,,,,VeVDCR_drad_SideSlipFilt,VeVDCR_drad_SideSlipFilt,,,0,,,,"178899,178908",
4931,981,test web_12V 介入,test web_12V 介入,1,MtrCTorqAchvd>0&&CmndMtrCTorqImmed<190,MtrCTorqAchvd>0&&CmndMtrCTorqImmed<190,,,"jump(HVBSOC_BatSOCTgt, 10, 30, 10)","jump(5,HVBSOC_BatSOCTgt, 10, 30, 10)",,,"cycle_max(VeVDCR_drad_SideSlipFilt,HVBSOC_BatSOC>60)","cycle_max(10,VeVDCR_drad_SideSlipFilt,HVBSOC_BatSOC>60)",,,1,,600.000,600.000,"162184,166987,167800,170016,178908",
4932,981,VMCstat_01,VMCstat_01,1,VMCActSts==2,VMCActSts==2,,,,,,,"time_accum()
","time_accum()
",,,0,,,,170162,"162184,167799,167802,178895,178899"
4933,981,VMCstat_02,VMCActSts==2,1,VMCActSts==5&&LBCPSS_PstnUpdtSts>82,VMCActSts==5&&LBCPSS_PstnUpdtSts>82,,,"enum(VeHSFR_b_CmmdHsdState,'1|2|3')","enum(VeHSFR_b_CmmdHsdState,'1|2|3')",,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,
MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,
HiVltgBatPrcdCurr)","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,
MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,
HiVltgBatPrcdCurr)",,,0,,,,"162239,163392,166904,166986,166987,168419,170162,178930",
4934,981,VMCstat_03,VMCActSts==3,1,VMCActSts==3,VMCActSts==3,,,HVBSOC_BatSOC<90,HVBSOC_BatSOC<90,,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,MtrBTorqAchvd)","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,MtrBTorqAchvd)",,,1,,60.000,60.000,"162239,166986,166987,167798,168419,170162","178897,178901,178903,178908"
4935,981,VMCActSts==5,VMCActSts==3,1,VMCActSts==5,VMCActSts==5,,,,,,,VeVTAR_e_VMCActSts==0,VeVTAR_e_VMCActSts==0,,,0,,,,"170162,178882",
4942,1002,统计HVBSOC_BatSOC小于等于20%总时长,统计HVBSOC_BatSOC小于等于20%总时长,1,HVBSOC_BatSOC <= 20,HVBSOC_BatSOC <= 20,,,HVBSOC_BatSOC >20,HVBSOC_BatSOC >20,,,time_accum(),time_accum(),,,0,,,,167798,
4964,1005,Test_高SOC-电机性能监控,Test_高SOC-电机性能监控,1,"TrnsShftLvrPos_ECP_H1 == 4 &&
AccActPos > 95 &&
PrplsnSysAtv == 1 && 
HVBSOC_BatSOC > 80 &&
Latch_On_With_Reset(VehSpdAvgDrvn_1 < 2,VehSpdAvgDrvn_1 > 110)
","TrnsShftLvrPos_ECP_H1 == 4 &&
AccActPos > 95 &&
PrplsnSysAtv == 1 && 
HVBSOC_BatSOC > 80 &&
Latch_On_With_Reset(116,VehSpdAvgDrvn_1 < 2,VehSpdAvgDrvn_1 > 110)
",,,,,,,"cycle_max(MtrBTorqAchvd,VehSpdAvgDrvn_1 > 100) < 350","cycle_max(10,MtrBTorqAchvd,VehSpdAvgDrvn_1 > 100) < 350",,,1,,10.000,10.000,"168314,168100,168254,167798,168351,162239","166987,168345"
5102,1122,测试Latch_Off_With_Reset函数,测试Latch_Off_With_Reset函数,1,"!Latch_Off_With_Reset(AccEffPos<30,PrplsnSysAtv==0)","!Latch_Off_With_Reset(22,AccEffPos<30,PrplsnSysAtv==0)",,,EdgeRising(AccEffPos>80),"EdgeRising(11,AccEffPos>80)",,,"range_max_min(AccEffPos,BrkPdlPos,HVBSOC_BatSOC,VeCOMR_phi_StrWhAng,VeASRR_M_TqSetFrntAxle,VeASRR_M_TqSetReAxle,VeASRR_e_VehSlipSt,MtrATorqAchvd,MtrBTorqAchvd,MtrCTorqAchvd)","range_max_min(AccEffPos,BrkPdlPos,HVBSOC_BatSOC,VeCOMR_phi_StrWhAng,VeASRR_M_TqSetFrntAxle,VeASRR_M_TqSetReAxle,VeASRR_e_VehSlipSt,MtrATorqAchvd,MtrBTorqAchvd,MtrCTorqAchvd)",,,0,,,,"162239,162243,166987,167798,167878,168254,168270,178634,178635,178638,178654",
5027,1063,polling_test,VeTEPR_n_DemEopSpd,1,,,,,,,,,VeTEPR_n_DemEopSpd>=0,VeTEPR_n_DemEopSpd>=0,,,1,,60.000,60.000,178821,"178920,178921,178850,178825,178852,178853,178828,178927,178928,178831,178930,178833,178834,178862,178837,178936,178937,178938,178841,178940"
4946,1003,11,111,1,VeASRR_M_PIOutMaxFrntAxle,VeASRR_M_PIOutMaxFrntAxle,,,,,,,VeVDCR_drad_SideSlipFilt,VeVDCR_drad_SideSlipFilt,,,0,,,,"178899,178908",
4941,1001,统计HVBSOC_BatSOC小于等于20%总时长,统计HVBSOC_BatSOC小于等于20%总时长,1,HVBSOC_BatSOC <= 20,HVBSOC_BatSOC <= 20,,,HVBSOC_BatSOC >20,HVBSOC_BatSOC >20,,,time_accum(),time_accum(),,,0,,,,167798,
4945,1003,Test_高SOC-电机性能监控,Test_高SOC-电机性能监控,1,"TrnsShftLvrPos_ECP_H1 == 4 &&
AccActPos > 95 &&
PrplsnSysAtv == 1 && 
HVBSOC_BatSOC > 80 &&
Latch_On_With_Reset(VehSpdAvgDrvn_1 < 2,VehSpdAvgDrvn_1 > 110)
","TrnsShftLvrPos_ECP_H1 == 4 &&
AccActPos > 95 &&
PrplsnSysAtv == 1 && 
HVBSOC_BatSOC > 80 &&
Latch_On_With_Reset(116,VehSpdAvgDrvn_1 < 2,VehSpdAvgDrvn_1 > 110)
",,,,,,,"cycle_max(MtrBTorqAchvd,VehSpdAvgDrvn_1 > 100)","cycle_max(10,MtrBTorqAchvd,VehSpdAvgDrvn_1 > 100)",,,1,,10.000,10.000,"162239,167798,168100,168254,168314,168351","166987,168345"
4920,982,继电器断开状态12V补电请求指定时间内未响应监测,继电器断开状态12V补电请求指定时间内未响应监测,1,HVBatCntctrStsPriAuth == 0,HVBatCntctrStsPriAuth == 0,,,,,,,"cnt_accum(Debounce((LoVltg12VBatMntModeReqd_1 == 1)&&(HVBatCntctrStsPriAuth == 0), 0.6))","cnt_accum(Debounce(19,(LoVltg12VBatMntModeReqd_1 == 1)&&(HVBatCntctrStsPriAuth == 0), 0.6))",,,0,,,,"160965,159855",
5063,1101,polling_test,VeTEPR_n_DemEopSpd,1,,,,,,,,,VeTEPR_n_DemEopSpd>=0,VeTEPR_n_DemEopSpd>=0,,,1,,60.000,60.000,178821,"178825,178828,178831,178833,178834,178837,178841,178850,178852,178853,178862,178920,178921,178927,178928,178930,178936,178937,178938,178940"
5415,1141,前后轮制动防滑同时激活次数及时长统计,前后轮制动防滑同时激活次数及时长统计,1,"VMCActSts==8
","VMCActSts==8
",,,,,,,"range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
","range_max_min(MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC,IMULonAccPri,IMULatAccPrim,IMUYawRtPri,VehSpdAvgNDrvn,VehSpdAvgNDrvn,PrplSysRefVehSpd,PSATIP_CmndATImmedAuth)
",,,0,,,,"159573,159577,159607,159857,160303,160360,163785,163816,163817,166414,166630,168368,170160,170162",
5416,1141,四驱未正常启动_低附未激活ASRR_1,低附未激活ASRR,1,"abs(VehSpdAvgNDrvn-VeRSER_v_RefSpd)>30
","abs(VehSpdAvgNDrvn-VeRSER_v_RefSpd)>30
",,,,,,,"enum(VMCActSts, '0|1|2|6|7|8|9|10')
","enum(VMCActSts, '0|1|2|6|7|8|9|10')
",,,1,,60.000,60.000,"160360,170162,184544","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654,178875,178880,184224,184225"
5417,1141,四驱未正常启动_低附未激活ASRR_2,低附未激活ASRR,1,"abs(VehSpdAvgDrvn_1-VeRSER_v_RefSpd)>30
","abs(VehSpdAvgDrvn_1-VeRSER_v_RefSpd)>30
",,,,,,,"enum(VMCActSts, '0|1|2|6|7|8|9|10')
","enum(VMCActSts, '0|1|2|6|7|8|9|10')
",,,1,,60.000,60.000,"160366,170162,184544","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654,178875,178880,184224,184225"
5418,1141,不该启动四驱时启动_高附路面触发ASRR,高附路面触发ASRR,1,"(diff(VehSpdAvgDrvn_1))/0.5>11
","(diff(6,VehSpdAvgDrvn_1))/0.5>11
",,,,,,,"enum(VMCActSts, '3|4|5')
","enum(VMCActSts, '3|4|5')
",,,1,,60.000,60.000,"160366,170162","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654,178875,178880,184224,184225"
5419,1141,不该启动四驱时启动_驶出弯道路面应不触发VDCR,驶出弯道路面应不触发VDCR,1,"Debounce(diff(StrWhAng)>0&&StrWhAng<0, 0.2)&&VeVDCR_b_StrgWhlAgEnb!=1 || Debounce(diff(StrWhAng)<0&&StrWhAng>0, 0.2)&&VeVDCR_b_StrgWhlAgEnb!=1","Debounce(9,diff(14,StrWhAng)>0&&StrWhAng<0, 0.2)&&VeVDCR_b_StrgWhlAgEnb!=1 || Debounce(87,diff(90,StrWhAng)<0&&StrWhAng>0, 0.2)&&VeVDCR_b_StrgWhlAgEnb!=1",,,,,,,"enum(VMCActSts,'2')
","enum(VMCActSts,'2')
",,,1,,60.000,60.000,"160330,170162,184569","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654,178875,178880,184227,184228"
5420,1141,不该启动四驱时启动_高附路面直线加速行驶触发VDCR,高附路面直线加速行驶触发VDCR,1,"(diff(VehSpdAvgDrvn_1))/0.5>11&&abs(StrWhAng)<5
","(diff(6,VehSpdAvgDrvn_1))/0.5>11&&abs(StrWhAng)<5
",,,,,,,"enum(VMCActSts,'2')
","enum(VMCActSts,'2')
",,,1,,60.000,60.000,"160330,160366,170162","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654,178875,178880,184227,184228"
5421,1141,四驱模式效果不佳_ASR 激活未较好抑制打滑,ASR 激活未较好抑制打滑,1,"Debounce(enum(VMCActSts,'3|4|5'), 2)
","Debounce(9,enum(VMCActSts,'3|4|5'), 2)
",,,,,,,"EdgeRising(abs(VehSpdAvgNDrvn-VeRSER_v_RefSpd)>15 || abs(VehSpdAvgDrvn_1-VeRSER_v_RefSpd)>15)
","EdgeRising(11,abs(VehSpdAvgNDrvn-VeRSER_v_RefSpd)>15 || abs(VehSpdAvgDrvn_1-VeRSER_v_RefSpd)>15)
",,,1,,60.000,60.000,"160360,160366,170162,184544","159573,159577,159607,159857,159970,160303,163785,163789,163817,168368,178462,178635,178638,178654,178875,178880,178889,184224,184225"
5616,1221,小电流下_单体电压过小_预置准则,"单体电压过小(3,3,2.5,1.9)",0,"Debounce(HiVltgBatPrcdCurr > -4 && HiVltgBatPrcdCurr < 2,60)","Debounce(9,HiVltgBatPrcdCurr > -4 && HiVltgBatPrcdCurr < 2,60)",,"[{""type"":6,""key"":""82107c69-c60b-4faa-9f6d-b678ed5df50f"",""qieYHuo"":1,""name"":""单信号双阈值比较持续时间"",""data"":{""signal"":""HiVltgBatPrcdCurr"",""logic"":1,""signalValue"":""-4"",""qieYHuo"":1,""logic2"":2,""signalValue2"":""2"",""time"":""60"",""signalTypeVal"":""""}}]",,,,,EdgeRising(HiVltgBatMinCellVltg < 3) || EdgeRising(HiVltgBatMaxCellVltg - HiVltgBatMinCellVltg > 200) || EdgeRising(abs(HiVltgBatMaxCellVltg - HiVltgBatMinCellVltg) > 150),"EdgeRising(11,HiVltgBatMinCellVltg < 3) || EdgeRising(54,HiVltgBatMaxCellVltg - HiVltgBatMinCellVltg > 200) || EdgeRising(122,abs(HiVltgBatMaxCellVltg - HiVltgBatMinCellVltg) > 150)",,"[{""type"":1,""key"":""2dba3012-1c7f-472e-b708-95fc945818be"",""qieYHuo"":1,""name"":""单信号阈值比较"",""data"":{""signal"":""HiVltgBatMinCellVltg"",""logic"":2,""signalValue"":""3"",""signalTypeVal"":2}},{""type"":3,""key"":""f0513512-7e19-4a7e-96ce-94c9fcca4f81"",""qieYHuo"":2,""name"":""双信号的运算比较"",""data"":{""signal"":""HiVltgBatMaxCellVltg"",""signal2"":""HiVltgBatMinCellVltg"",""logicC"":1,""logic"":1,""signalValue"":""200"",""signalTypeVal"":2}},{""type"":4,""key"":""e1064cf1-9457-4250-adfb-9f712dd15196"",""qieYHuo"":2,""name"":""双信号的运算的绝对值比较"",""data"":{""signal"":""HiVltgBatMaxCellVltg"",""signal2"":""HiVltgBatMinCellVltg"",""logicC"":1,""logic"":1,""signalValue"":""150"",""signalTypeVal"":2}}]",1,,600.000,600.000,"162181,163960,163962","159857,160111,160214,162178,162181,163577"
5617,1221,低SOC小于10%监控_预置准则,低SOC小于10%监控_预置准则,0,,,,,,,,,EdgeFalling(HVBSOC_BatSOC < 10),"EdgeFalling(12,HVBSOC_BatSOC < 10)",,"[{""type"":1,""key"":""6b1bc78a-96af-468b-b7bc-8e8b126b2521"",""qieYHuo"":1,""name"":""单信号阈值比较"",""data"":{""signal"":""HVBSOC_BatSOC"",""logic"":2,""signalValue"":""10"",""signalTypeVal"":1}}]",1,,120.000,120.000,159857,"160111,160112,160214,160965,162178,162181,163577,163962"
5618,1221,车辆报OOE导致车辆动力丢失,车辆报OOE导致车辆动力丢失,1,,,,,,,,,"EdgeRising((HiVltgBatOutOfEngyIndReq == 3) || 
(HVBatOutOfEngyRdcdPrplReq == 1))","EdgeRising(11,(HiVltgBatOutOfEngyIndReq == 3) || 
(HVBatOutOfEngyRdcdPrplReq == 1))",,,1,,600.000,600.000,"163605,164691","159857,160111,160214,162178,162181,163577"
5619,1221,小电流下_单体压差过大,小电流下_单体压差>200mv or 150mv or 100mv,1,"Debounce(HiVltgBatPrcdCurr>-4&&HiVltgBatPrcdCurr<2,120)","Debounce(9,HiVltgBatPrcdCurr>-4&&HiVltgBatPrcdCurr<2,120)",,,,,,,"EdgeRising((HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg)<0.2||
(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg)<0.15||
(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg)<0.1)","EdgeRising(11,(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg)<0.2||
(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg)<0.15||
(HiVltgBatMaxCellVltg-HiVltgBatMinCellVltg)<0.1)",,,1,,600.000,600.000,"162181,163960,163962","159857,160111,160214,162178,162181,163577"
5620,1221,低SOC小于9%监控,低SOC小于9%监控,1,,,,,,,,,EdgeRising(HVBSOC_BatSOC<9),"EdgeRising(11,HVBSOC_BatSOC<9)",,,1,,120.000,120.000,159857,"160111,160112,160214,160965,162178,162181,163577,163962"
5621,1221,小电流下_单体电压过小,"单体电压过小(3,3,2.5,1.9)",1,"Debounce(HiVltgBatPrcdCurr>-4&&HiVltgBatPrcdCurr<2,120)","Debounce(9,HiVltgBatPrcdCurr>-4&&HiVltgBatPrcdCurr<2,120)",,,,,,,"EdgeRising((HiVltgBatMinCellVltg<3)||
(HiVltgBatMinCellVltg<2.5)||(HiVltgBatMinCellVltg<1.9))","EdgeRising(11,(HiVltgBatMinCellVltg<3)||
(HiVltgBatMinCellVltg<2.5)||(HiVltgBatMinCellVltg<1.9))",,,1,,600.000,600.000,"162181,163962","159857,160111,160214,162178,162181,163577"
5527,1203,FlLvlPct卡滞_20min,FTZM问题监控_FlLvlPct卡滞,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,"Debounce(FlLvlPct == Delay(FlLvlPct), 1200)","Debounce(9,FlLvlPct == Delay(27,FlLvlPct), 1200)",,,1,,60.000,60.000,"168170,160281",
5528,1203,FuelTankVapPres卡滞_15min,FTZM问题监控_FuelTankVapPres卡滞,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,"Debounce(FuelTankVapPres == Delay(FuelTankVapPres), 900)","Debounce(9,FuelTankVapPres == Delay(34,FuelTankVapPres), 900)",,,1,,60.000,60.000,"160281,164002",
5520,1210,SnsFTVGgPrsSnsPtRfVlt卡滞_20min,FTZM问题监控SnsFTVGgPrsSnsPtRfVlt卡滞,1,FTZMBrshFPmpSpdCmd != 0,FTZMBrshFPmpSpdCmd != 0,,,,,,,"Debounce(SnsFTVGgPrsSnsPtRfVlt == Delay(SnsFTVGgPrsSnsPtRfVlt), 1200)","Debounce(9,SnsFTVGgPrsSnsPtRfVlt == Delay(40,SnsFTVGgPrsSnsPtRfVlt), 1200)",,,1,,60.000,60.000,"184827,184843",
5521,1210,FTPFLS_SnsrRwVal卡滞_20min,FTZM问题监控FTPFLS_SnsrRwVal卡滞,1,FTZMBrshFPmpSpdCmd != 0,FTZMBrshFPmpSpdCmd != 0,,,,,,,"Debounce(FTPFLS_SnsrRwVal == Delay(FTPFLS_SnsrRwVal), 1200)","Debounce(9,FTPFLS_SnsrRwVal == Delay(35,FTPFLS_SnsrRwVal), 1200)",,,1,,60.000,60.000,"184827,184904",
5522,1210,SnsFTVGgPrsSnsPtRfVlt卡滞_15min,FTZM问题监控SnsFTVGgPrsSnsPtRfVlt卡滞,1,FTZMBrshFPmpSpdCmd != 0,FTZMBrshFPmpSpdCmd != 0,,,,,,,"Debounce(SnsFTVGgPrsSnsPtRfVlt == Delay(SnsFTVGgPrsSnsPtRfVlt), 900)","Debounce(9,SnsFTVGgPrsSnsPtRfVlt == Delay(40,SnsFTVGgPrsSnsPtRfVlt), 900)",,,1,,60.000,60.000,"184827,184843",
5523,1210,FTPFLS_SnsrRwVal卡滞_15min,FTZM问题监控FTPFLS_SnsrRwVal卡滞,1,FTZMBrshFPmpSpdCmd != 0,FTZMBrshFPmpSpdCmd != 0,,,,,,,"Debounce(FTPFLS_SnsrRwVal == Delay(FTPFLS_SnsrRwVal), 900)","Debounce(9,FTPFLS_SnsrRwVal == Delay(35,FTPFLS_SnsrRwVal), 900)",,,1,,60.000,60.000,"184827,184904",
5524,1210,FTPFLS_SnsrRwVal卡滞_10min,FTZM问题监控FTPFLS_SnsrRwVal卡滞,1,FTZMBrshFPmpSpdCmd != 0,FTZMBrshFPmpSpdCmd != 0,,,,,,,"Debounce(FTPFLS_SnsrRwVal == Delay(FTPFLS_SnsrRwVal), 600)","Debounce(9,FTPFLS_SnsrRwVal == Delay(35,FTPFLS_SnsrRwVal), 600)",,,1,,60.000,60.000,"184827,184904",
5525,1210,SnsFTVGgPrsSnsPtRfVlt卡滞_10min,FTZM问题监控SnsFTVGgPrsSnsPtRfVlt卡滞,1,FTZMBrshFPmpSpdCmd != 0,FTZMBrshFPmpSpdCmd != 0,,,,,,,"Debounce(SnsFTVGgPrsSnsPtRfVlt == Delay(SnsFTVGgPrsSnsPtRfVlt), 600)","Debounce(9,SnsFTVGgPrsSnsPtRfVlt == Delay(40,SnsFTVGgPrsSnsPtRfVlt), 600)",,,1,,60.000,60.000,"184827,184843",
5526,1203,FuelTankVapPres卡滞_20min,FTZM问题监控_FuelTankVapPres卡滞,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,"Debounce(FuelTankVapPres == Delay(FuelTankVapPres), 1200)","Debounce(9,FuelTankVapPres == Delay(34,FuelTankVapPres), 1200)",,,1,,60.000,60.000,"164002,160281",
5529,1203,FlLvlPct卡滞_15min,FTZM问题监控_FlLvlPct卡滞,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,"Debounce(FlLvlPct == Delay(FlLvlPct), 900)","Debounce(9,FlLvlPct == Delay(27,FlLvlPct), 900)",,,1,,60.000,60.000,"160281,168170",
5530,1203,FlLvlPct卡滞_10min,FTZM问题监控_FlLvlPct卡滞,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,"Debounce(FlLvlPct == Delay(FlLvlPct), 600)","Debounce(9,FlLvlPct == Delay(27,FlLvlPct), 600)",,,1,,60.000,60.000,"160281,168170",
5531,1203,FuelTankVapPres卡滞_10min,FTZM问题监控_FuelTankVapPres卡滞,1,PrplsnSysAtv == 1,PrplsnSysAtv == 1,,,,,,,"Debounce(FuelTankVapPres == Delay(FuelTankVapPres), 600)","Debounce(9,FuelTankVapPres == Delay(34,FuelTankVapPres), 600)",,,1,,60.000,60.000,"160281,164002",
5756,1264,电机A工作状态统计_50-100NM,MtrA扭矩在50-100NM：时长统计+温度统计,1,"Debounce(MtrATorqAchvd>50&&MtrATorqAchvd<=100,1)","Debounce(9,MtrATorqAchvd>50&&MtrATorqAchvd<=100,1)",,,,,,,"range_max_min(PrplSysInvrtATemp,ElecMtrARotrTemp,IMUYawRtPri,MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC)","range_max_min(PrplSysInvrtATemp,ElecMtrARotrTemp,IMUYawRtPri,MtrCTorqAchvd,PrplSysMtrCSpdAuth,MtrBTorqAchvd,PrplSysMtrBSpdAuth_Public,EngActStdyStTorq,AccEffPos,HVBSOC_BatSOC)",,,0,,,,"159573,159857,160303,163496,163510,163785,163789,163816,163817,166630,168368",
